Number,County,State,Latitude,Longitude,Classification,Date,Season,Temperature,Humidity,Cloud_cover,Precip_intensity,Visibility,Pressure,Wind_speed,Observed
9295,Waukesha County,Wisconsin,43.1575,-88.1255,Class B,1997-08-15,Summer,75,0.83,0.55,0.0112,8.36,1000.83,9.02,"Hello, I am reluctant to place this report; for two reasons, one the siting was from my son when he was about six or seven, and it happened in a populated area. At the time I lived with my grandmother in Menomonee Falls Wisconsin, I had lived here also throughout my life, this is a suburb of Milwaukee. The thing is, behind us was a swamp and around us it was pretty wooded. Through my life strange things would happen by our house; strange bangings on the side of our house, really bad stench (always dismissed as skunks), items being eaten in my grandmothers garden, and walnuts being all over the place. These things could have happened with other animals. My neighbor had a stange event once. Anyway, my grandmothers house was a 100 year old farm house. It had a porch and a couple of large windows facing it, in the inside of this part of the house was a little front room with a couch, then the main living room was on the inside of the house next to this room. My son and I had slept on the first floor because it was so hot upstairs, (my grandmother didn't want air), well my son woke me up and said something strange was looking at him, he was really frightned, so he slept next to me on the floor. Well I was on this website and I showed my son one of your pictures, and he said that is what he saw. I am really not sure if he had seen anything or not, my son is very honest. What I am trying to find out mainly is there other reports in this area? It would explain some things, but I don't want to jump to conclusions. I have been trying to find information about Bigfoot in Wisconsin, your site has been helpful; it just seems odd to have a sighting in Menomonee Falls. There is a heavy deer population there and in the surrounding area, it is heavly wooded. I live in Sussex now, and when I first moved here the local paper had an article about how Bigfoot was seen here in the 1950's. I am just trying to find out if there have been reports in this area. Trying to confirm sons story."
28008,Waukesha County,Wisconsin,42.97569,-88.44846,Class B,2010-07-05,Summer,79,0.73,0.59,0.0001,9.84,1011.3,4.42,"I am writing this report for a family member of mine. The witness to the bigfoot was driving in her vehicle on her way home from work. The route she takes is all country back roads. She was going up a hill with her brights on and notices something was hiding behind a tree on the left side of the road. So she slowed down and it looked around the tree right at her and then poked back into hiding.The witness stated that it was very tall over 6ft tall and had red eyes and a man like face. The witness remembers going through her head questioning what it could have been and soon realized it was something, she had never believed in a bigfoot. She couldn't get over small little details from the little she seen of it. The height, color of eyes, and the way the eyes were set on the face, so human like, unlike an animal, and the face it self more flat like a human not pointy like a deer or bear. The thing that bothered her most was that it was intentionally hiding from her vehicle's lights and peeked out from the tree then hid once seeing her."
2070,Chelan County,Washington,47.35305,-120.2955,Class A,2004-10-17,Winter,44,0.92,0.88,0.0157,9.35,993.41,0.76,"I am the brother In-Law of the person who told me they had an experience back in the early 70's. My brother In-Law told me it bothered him for at least a year after he saw something. Strangely enough,I have reported a sighting my family had in 1994 in Wyoming.This was reported in your February 2001 listing under new sightings. My brother In Law Dan, told me of his experience after I told him that I reported mine to BFRO! Dan's story goes like this: He had gone up to visit some people camping in a trailer. As he arrived and turned off his motorcycle engine, he observed something dark in color moving on an open hillside below a timber line. There was snow on the ground, it was getting towards dusk and it was a little foggy.The thing was two hundred and fifty yards away approximately. As Dan observed this thing, he noticed it was quite tall, seven feet or more in height. This thing let Dan know that he saw Dan by looking back directly at Dan, as he continued walking uphill towards the timber. He looked back at Dan several times without breaking his stride. His stride was long, longer than a man's, and was effortless as he walked through the snow. Dan thought, what kind of a man would be wearing a dark hairy suite that covered his entire body, out in the forest? Dan also noticed that this thing was much bigger than any man he has seen and it's build was very big! Dan felt it could weigh a good six hundred pounds or so. This creature disappeared into the timber. Dan knew he had seen something very unusual and he was aware of Big Foot sightings in the news. He just let his story go all these years until I am now reporting it to you. "
69049,Chelan County,Washington,47.64581,-120.607,Class B,2021-05-21,Spring,53,0.71,0.52,0.0028,10.0,1019.2,5.21,"Arrived on 4/20 (and no we are not pot people) at a rental cabin two miles from downtown Leavenworth. First night heard a wood knock as we were going to be about 10 pm. Did not think much of it other than odd and startled me. Next evening we were in the hot tub about 8pm, still light out, and my husband heard two wood knocks. I discounted it stating likely deer etc. About hour later he went out to our car and heard another knock. At this point I started to think maybe it was a Bigfoot but actually hoping not. I went to bed around 10 pm and shortly after I got into bed and still wide awake I heard loud rock hitting side of the wall behind my head and then heard another less loud rock sound hitting the wall of the bedroom next to me on same wall side. In the morning I went out to see if I could find the rocks and believe I did. There are not that many rocks on the ground and the ones that were were embedded into the ground. Two rocks were lying on top of the ground and did not appear that they had been there long in the weather. There was a bigger rock on my bedroom side and a smaller one on the other side."
69270,Chelan County,Washington,47.79538,-120.6295,Class B,2021-05-31,Spring,67,0.63,0.36,0.002,10.0,1019.9,5.81,"My name is Niels Nelson.  I stay/live in a travel trailer at Thousand Trails Leavenworth, WA. However the resort is 18 miles away from Leavenworth outside of Plain, WA. I was awakened by a sound... No clue what woke me but with it being Memorial Day weekend and many in the campground I just assumed it was someone being loud and and it woke me. I didn't really hear what woke me so laid my head back down on the pillow and about 3 minutes later I heard something but I was awake and sat up in bed and listened. My first thought it was a bigfoot howl or yell, as it seemed so distant but so filling of the entire forest/valley. I said to myself nah it must be some humans partying or yelling at a cabin on a hill, or in another section of the campground. Then within another 30 seconds another one while I was still sitting up, head by the open window, and complete darkness, no other human noise, quiet time and all are sleeping, and no human could make this noise as we simply cannot transmit what I will call depth and broadness of that kind of distance. It felt like it was coming from miles away but it wasn't directional. This howl could pentrate walls or obstructions it felt like. This was beyond weird, unsettling, while still kinda exciting. Anyhow, that is what I heard."
1106,Clallam County,Washington,47.9261,-123.3769,Class A,2001-01-04,Fall,28,1.0,0.99,0.0694,3.49,1018.55,0.98,"I am european and I enjoy hiking alone in the American National Parks (I've been in Yosemite, Death Valley, Arches, Canyon Lands, Mesa Verde, YellowStone...). I've already seen bears (black bears and a grizzly in YellowStone). Last year in October 2000 I visited Olympic National Park and the  last day of my stay I hiked on a loop trail begining at ""Obstruction Point"". I let my car at the park located at the end of Obstruction Point road which is about 6 miles long and is a not very good track (no tar and some holes). At the beginning of this road near Hurricane Ridge Visitor Center there was a pannel indicated that overnight stays were not permitted. When I arrived at the car-park around 10.30AM, there were no other cars. I hiked to Grand lake and Moose lake that I reached at about 12.30. I stay there about one hour and then I return via the ""Badger Valley trail"". At about 4.45PM I was at the bottom of Obstruction Peak just bellow the car-park and I decided to stop to have a rest before climbing. So I looked around and noticed two ""hikers"" who where walking on the ""Elk Moutain trail"" towards the car-park. I looked at them with my binoculars because I didn't see anyone for the whole day and I was curious. They were at about 500 meters from me in the late afternoon sunshine and I was in the shadow so I think that they couldn't see me. My binoculars are not very good but I immediately noticed that they carried no equipment (no bags, no sticks...)and that they seemed to be very tall. There were no trees on the trail to confirm that impression but they really seemed to me very tall, specially the second one. Then I notice that they were ""dressed"" in a uniform dark colour from the top of their heads to the tip of their hands and legs (I couldn't see their feet because I was below them). I could not see any other colours on them even on their faces or their hands. I thought that they were looking like giants dressed as the police special forces men! I decided to look specially at the second one because I could not see the two of them in the same time in my binoculars. I noticed he had a strange way to walk: His head was down like he was looking at his feet and his arms which seem very long (the hands were at the same level than the knees) were moving amply. It was like he was tired (because of the position of the head) and alert (because of the movment of his arms and legs) in the same time! At one moment the first one who was walking about 10 meters ahead stopped to look at the second one but didn't wait for him and continue to walk. Then I began to think that these two hikers were really strange and I realise that they were walking in the same direction than me so I climb to the car-park as fast I can to check if they had a car there. I was thinking that if there was another car beside mine it would prove to me that everything was OK and that these two ""hikers"" were just like me. But when I arrived at the park there was no other car so in a very short time I thought that: 1- it was almost the end of the day. 2- We were 6 miles from the concrete road. 3- It was forbidden to make an overnightstay in this area. 4- These two strange looking ""hikers"" didn't carry anything on their back to spend a night in the outback. And I thought about the patterson film I saw on a  TV show some years ago so I decided to get out of  there very quickly. I did not see any car or people until I reach the concrete road and the Hurricane ridge visitors center. I know now that the patterson movie is maybe not the hoax I thought it was. Sorry for the bad english, feel free to correct the mistakes."
28739,Clallam County,Washington,47.94485,-123.5436,Class B,2011-01-16,Winter,46,0.94,0.98,0.0184,9.5,1006.0,0.65,"My three friends and fellow soldiers recently spent a three day camping trip into Olympic National Forest Elwha River Trail. We had to return to cell coverage, so myself and my buddy headed out of the forest and north on the main trailhead. The night before was a heavy thunder storm so the trail was very muddy. I was a leading us out and stumbled upon a very clear muddy print of a left foot. I wear a size 11 mens boot and to me this was clearly a size 14-15. The print seemed recent and had clearly defined toes and arch. We only had a cellphone to take the picture with and regrettably only took the one. The tracks, that seemed to be from the same source (none as clearly defined), went on heading north on the trail an additional 25-30 feet. That night we decided it was in our best interest with the horrible weather to make camp at one of the historical cabins on the trail. We retrofitted a poncho in one of the open windows to shelter us from the rain and wind. We secured it by weighing the bottom half down with a 2x2 piece of wood. During the heaviest gusts of wind it seemed to hold up. At approx 0100 hrs the tarp was opened and something knocked the piece of wood onto one of my fellow campers. Being woken up by this, I saw the tarp movement with no wind source being observed.  These events could have easily been a bear...  I do note, however, that the large garbage bag that was littered with foodstuff was untouched throughout the night. I include these occurrences to make sure and give you a thorough recording of events substantial or not."
65667,Clallam County,Washington,48.11949,-124.5989,Class B,2020-06-30,Summer,56,0.85,0.84,0.0041,9.488,1015.7,9.28,"I was accompanied by my wife and 15-yo son. We has built a fire and when the sun had set I mentioned to my wife that Sasquatch's are known to answer howls. I am on the BFRO site 4-days a week to track sightings and am a firm believer after reading Dr. Meldrum's book: Sasquatch-Legend Meets Science. I made a howl like the 1994 Moaning Howl Ohio call recording on this site. I am a trained vocalist and can project my voice loudly. I cupped my face and let out a howl. Its was answered. I was facing east and let out a howl every 30-60 seconds that was answered progressively closer. Astonished, I kept it up and the return was always closer. My wife fled to into the RV in fear. My son would not come out. I was not in fear but in hopes of seeing a Sasquatch. I did not have my cell phone with me to record the sasquatch returning howls. I grabbed my .44 magnum revolver (just in case) and a flashlight scanning the trees in hopes to see a illuminated red pair of eyes. As soon as I had my pistol in my hand there were no more returning howls. I was never in fear but in awe. There must have been 10-12 howls and returns. With the first reply. I would guess that the Sasquatch at least a mile away and with the last, maybe a 1/4 to an 1/8 of a mile if not closer. On 6/30/2020, we returned home and I had my wife and son listed to the 1994 Ohio howls. They were shocked that that was what they had heard."
933,Clark County,Washington,45.8581,-122.4089,Class A,1989-06-14,Summer,56,0.97,1.0,0.0136,7.67,1016.46,0.94,"Mrs. Brenda G., washing the dinner dishes, looking out over her backyard, past the horse corral with its pony and off into the distance, notices that suddenly the horse becomes unruly and seems close to panic, while an indistinct figure passes through the trees behind the corral. She calls to Nick: ""Nick, there are some kids out there trying to tease the horse"" and steps out the kitchen back door with a BB-gun in her hands for good measure. Nick races out past her and some distance down the overgrown meadow along the stand of trees, where he comes abruptly face to face with a sasquatch standing on the indistinct foot path. Nick comes to such a ""screeching halt"" that he slides on moist vegetation and sits down on the ground. For reassurance he throws a backward look to his mother who, however, has returned to the house. When he looks back at the sasquatch, it is already walking with long strides across the brush and wildflower covered meadow, ""lifting up his feet more than people do"". As Nick scrambles to get up, a branch snaps and the sasquatch turns to look at him ""with big eyes"". Nick runs back into the house, tearing the screen door off its hinges in the process, to tell his mother about the creature and to change into boots from his slippery loafers. Then he charges back out, taking a large army bayonet from over the fireplace for protection, with Brenda close behind. Their two dogs have retreated under the house. As he runs down through the same meadow, the sasquatch is still walking about there, retreats downhill, crosses a small creek and stops on the far bank of the creek under a fir tree to face his pursuers, his entire body bathed in sunlight and visible from head to toe. Nick stops about 30' away, his mother stands about 15' behind him. This silent tableau holds its place for what seems an extraordinarily long time, perhaps 5 minutes, although Nick's and Brenda's estimates, colored by the adrenaline of the encounter, range as high as 20 minutes. Whatever length of time passes, it gives Nick and Brenda the opportunity for detailed inspection of the sasquatch. They describe it as being 6'6"" tall (as measured against a branchlet that barely touched the crown of its head), covered with black-gray fur and golden brown patches on its shoulders and chest. The hair is 4""-5"" long and dirty with burrs in it. The head is notable for its pronounced brow ridge and deep set eyes, that are ""less open than human eyes"" [facing into the sun]. It has a wide and stumpy nose, the hairiness under the nose getting thicker, hiding the jaw line. It has impressively wide shoulders (""Man, they were this wide!"", Nick holds his hands far apart in retelling), heavy arms, wide hands with thick fingers and dark brown and rough palms. Its nails have a deep yellow ""nicotine-stained"" color. Its torso narrows somewhat to the waist, no genitals are visible in the fur, and it has ""sort of a small butt for a man"", according to Brenda's astute assessment. Both observers perceive the animal as a male. Neither of them detects any smell. In due time Brenda gets the ""willies"" and anxiously screams to Nick to break it off. Thereupon the sasquatch screams, takes a step across the creek toward them, while holding its arms out to the side by about 45 degrees, as if to herd them on their way. They run halfway up the hill to the house, when Nick feels compelled to give it one more look. He is rewarded by a repeat of the faintly aggressive display. They continue to the house, Brenda scooping up John from the lawn, who says: ""Mommy, there is a big monkey in our backyard"". Brenda climbs up on the low garage roof and watches the sasquatch walk away. The dogs stay under the house for a safe two hours and will not let themselves be coaxed out, even by having meat waved at them. The horse has substantial abrasions on its fetlocks from having gotten snagged on a rope in its panic. Brenda phones 911, but hangs up before the call is answered. After some time she phones back and reports the encounter, which is duly noted in the police blotter, but not acted upon. Only an alert reporter from the Vancouver Columbian catches the brief note and looks up the family. This reporter and several Sasquatch investigators canvas the surroundings and neighbors and come up with a few additional items. Two sets of foot prints are found, 12"" long and 6"" long, whereupon Brenda puts a roast chicken into a high tree fork, since she wants to see the ""baby"". An adjacent unused meadow has a large depressed area of grass in it. A patch of thimbleberries is found on the steep hillside to have been stripped of its fruit and leaves, leaving bare canes behind. The adjacent farmer's cows, which had just been turned loose for the summer into a higher, lush meadow, come rushing back to the barn that night, something the farmer had never observed before. After about a week, little John comments casually: ""The little monkey isn't coming to play anymore""."
28123,Clark County,Washington,45.90052,-122.3898,Class A,1995-08-15,Summer,59,0.74,0.96,0.0005,10.0,1010.89,5.06,"As usual for my afternoon activity, I left the house to pick thimbleberries.  I was approximately fifty yards away from the house, and had been devouring berries for no more than three minutes.  It was then that an enormous creature stood up suddenly, from what I presume to have been a squatting position, from behind the hedge of thimbleberries, no more than three feet away from me. Although I was only two years old at the time my memories of the incident remain quite clear.  The creature was covered in thistly stark white fur.  Its build consisted of exceptionly broad shoulders, long burly arms which dangled at its sides, and a waist easily twice as large I was.  The whole appearence gave it a rather squarish appearence.  For the three or so seconds that I remained there I stood petrified by how large the monster was. I didn't look up to see the monster's face, but my peripheral vision told me that it had a humanish-shaped head and that it touched a twig on the tree behind it. After those few second passed, I ran.  I ran back to the house as fast as I could.  I was terrified. Looking back and wondering what it might have been, I was looking on Youtube watching various bigfoot documentaries when one showed a clip of a white creature very much similar to the one I had encounted many years ago.  Only now do I know that what I had encounted was a sasquatch."
66120,Cowlitz County,Washington,46.1725,-121.9305,Class B,2020-09-23,Fall,50,0.95,0.82,0.0737,5.56,1011.7,8.19,"I was elk hunting this past week in the Mt. Adams and Mt Saint Helens areas. I headed up on a hike on Wed. the 23rd of September at a place called Spencer Butte. It's located Outside of Cougar and is a steep hike of 1800 elevation gain (it sits about 4300 ft). My friends and I headed up the hill in the morning at about 8:30 am. The weather was very rainy. We were trying to be very observant of any sounds or tracks. About half way up the mountain my friend turns to me and says 'did you hear that? it sounds like people yelling' I listened for a moment and heard what I would describe as a distant yowl...far up the trail. It was faint but distinct. We continued up the trail and eventually reached the top. My guess is it was about 10 am. Once we had reached the geological marker at the top, my friend and I began a search splitting directions. I continued through the trees and brush for about 75 yards from the geological marker and came to a clearing. I sat for a few moments and noticed that beyond the clearing...roughly another 35 yards or so was an alder that was shaking. I could just see the top of it, but there wasn't wind at the time and it was shaking intermittently. It happened several times. I thought I had an animal...possibly an elk pushing against the tree. I approached it and paused as I could hear something begin to move away. I then backtracked...grabbed my friend and he followed me over to the area. We proceeded to move around the area on either side hoping to see what it was. It was gone...Once I got to the tree I was surprised by how big the trunk was. Something big must of moved it. We split up again and I went back the way I came. As I was walking I came across a bit of mud and gravel. I noticed something very distinct. A Print. It was a left foot. I could see all of the toe outlines and it was much much bigger than my foot. I took a picture with my phone. We didn't have any other incidents but that sound, tree shaking and print are very compelling evidence. The location was also very compelling. The print was well away from the initial trail and geological marker. I have always been a believer, My grandfather researched and searched for bigfoot and before he died gave me his plaster cast from California. On another note, A few months ago had a very strange early morning (2:30 am) whistling experience, with eye shine earlier, movement and a dog that was very wary (but fearful) of something in the back woods near my house. I live in the Jim Creek area in Arlington, Wa. I can share more on that at a later date if interested."
36326,Grays Harbor County,Washington,47.08824,-123.7194,Class A,2004-07-15,Summer,64,0.83,0.93,0.0004,9.75,1017.62,2.49,"My experience happened a few years ago on a logging road between Wishkah, WA and Montesano,WA. The logging road we were on takes you out to the Wynoochie lake. A friend of mine and I were driving out to meet some friends who were camping. They were a few miles back off the paved road. We stopped the truck to get out and check the bed to make sure we had everything before we got too deep out in the woods. Like food, beverages etc.. It was just getting dark so we had the headlights on and the dome light lit up everything around us, so we couldn't see a few feet (10+ or so from the truck). We both get in the truck about the same time and close the doors, dome light goes off and we notice something standing roughly 15-20' ahead of us, in the middle of a single lane logging road. We were in a lifted Toyota Tacoma, I'm about 6'4 and the truck was taller than me. What we saw was grey-ish brown colored and fully covered in hair. The part of the road we were parked was cut out from a small hill. The banks were roughly 6' high on each side of the road. Before we could take a picture, honk, do anything at all, from a standing position it jumped up and was up and over the bank. The headlights didn't show the exact height but in my guess it had to be at LEAST 7'. I'm over 200lbs and it made me look like a baby. To this day, I still haven't gone down that logging road. If you'd like to know the exact place, it is called the A-Line on top of 13 corners. We were traveling from Wishkah side so the road was on our left. I've always been a believer in Sasquatch, my grandpa was a logger a long long time ago and actually worked while they were building roads to the dam. He told me all about the weird knocks, sounds that he would hear while staying in the cabins out there. I'm in my mid 20's and have lived in the country for the past 10 years. Love camping and being in the outdoors. I tell all my friends about my experience and still after all these years it still gives me goosebumps when I tell it. I'll never forget that."
10062,Grays Harbor County,Washington,46.988,-123.8647,Class B,2004-12-18,Winter,52,0.91,0.41,0.0007,8.91,1028.71,5.22,"I returned from a two hour drive to Seattle Saturday night, after visiting family for an early Christmas celebration. I walked onto my back porch and noticed an unrecogizable sound. Since I'm into nature observation and tracking, and had heard audio recordings of alleged Sasquatch vocalizations, this possibility was in the back of my mind. I walked to the edge of the ravine and listened intently to the patterns of barks and growls. They were more audible than any canine and had an order to them which reminded me of sogbirds, repeating notes over and over. They didn't sound like any coyotes or elks or other fauna. I went into a slight panick at the thought of it being a Sasquatch, which I was sure it was. I ran back to my house as fast as I could and grabbed my tape recorder which I usually use for recording bird songs. I spent the next twenty minutes waving the microphone into the night air. I then went back inside to see if it was working, but found to my dismay that the battery in the microphone was dead! By the time I got it working, the animal had stopped vocalizing. Throughout this twenty minute period, several dogs gradually began barking with greater and more frequent intensity. It was interesting to contrast the difference in the dogs barking to the complex patterns of the alleged Sasquatch noises. The sounds were more structured, they had a greater range of expression and caried further through the forest. The next day, I went out on foot to the spot and found the broken and trampled branches, the ripped tarp, the coyote carcass, the dog food bowl and the unknown animal scat. I surmised this was a form of territorial marking. Perhaps the Bigfoot picked up the items from a backyard or killed the coyote. There didn't appear to be any recent human activity there. There were no regular trails, the terrain was steep, and slippery, the nearest house about 800 feet away. Tommorrow I am planning to return with my camera and a flash, extra film and a ziploc bag or two to collect any samples, and document the site."
12876,Grays Harbor County,Washington,46.93755,-123.8358,Class B,2005-10-15,Fall,55,0.88,0.96,0.0019,9.91,1009.04,2.8," My buddy and I went out deer hunting on 10/15/05 opening day. We were going to a favorite spot of his on [a particular road in the area].  Anyway, we got to the spot at about 6:00am still dark, we sat in the truck till it got light enough to see better. We were at the start of the spur truck not running, windows down. We were talkin when I noticed a loud sound on my side of the road, it was stick beating. There were loud 7 slams in a row. It stoped for maybe 5 seconds  then 7 more from further off in the distance. This went on for aprox 8 minutes. I asked my buddy if he was hearing it and he said yes but he thought it was just a hunter trying to spook up deer. I don't think so ...  why would somebody do that back in the woods an hour and a half before daylight? At one point later on a low bed truck came down the road, most likely to pick logging epuipment. When the truck got closer the driver of the truck stopped, then quickly shined a spotlight in the timber around where we heared the beating. He then took off grabing the gears fast (I know because I drive a log truck too.) The stickbeating stopped after that. However, when we did hear the beating, they were very hard and heavy bangs. I'm 6'2"" 250 lbs and I tried to make the same sound, to describe to my brother in law what I heard. The loudest knock sounds I could make weren't even close to what I heard. I haven't been back since due to my work schedule. So there it is, Tell me what you think..."
12594,Grays Harbor County,Washington,46.92694,-124.1736,Class B,2005-10-29,Summer,51,0.89,0.5,0.0079,9.58,1020.73,2.29,"I've been debating whether to report this to you guys for about a month. Sorry for the delay but what I saw doesn't seem explainable other than a sasquatch. I was staying at a place called Mariner Village about 5 miles south of Ocean Shores. It's about 1/4 mile from the north jetty at Browns Pt. The time is about 1:30am (I knew this because I had just left my room at 1:20 am to return to my fire on the beach). My back was to the ocean watching the fire. I turned to look at the ocean (which was about 30 yards away) and saw what I thought was a person walking south along the water line down the beach. The moon was full and when I first saw it, it was directly west of me. What I could see was a dark figure from about mid-torso up because the beach slopes down quite a bit in that area. It appeared to be just a person out for a late night/early morning stroll on the beach. So I decide to follow them, maybe go talk to them and start walking at an angle down the beach to cut them off. Seeing that I wasn't catching up to them I start running down the beach still at an angle in there direction. It was hard to make out detail while running so I stopped to get a better look. That's when I realized the following, with the full moonlight I could see only it's upper body and it was all black, it had no neck, looked like it was wearing a hooded sweatshirt. I start running again as fast as I could. This thing was fast, it must have covered the 1/4 mile from where I first saw it down to about 50 yards from the jetty in about a minute and a half. I stop running and I could see it way down the beach about 200 yards away. It stopped about 50 yards from the jetty turned and faced the ocean. It was at an area on the beach that I saw it's feet turn towards the incoming waves. It's movements seemed very unnatural and overexagerated. When it turned towards the ocean it flexed it's back like it was leaning backwards. It seemed like it was looking back to see where I was. I know it saw me standing by the fire, I had a white t-shirt on and a shaved head, and probably saw me go after it, that's why it got down the beach so fast. It moved off and when it got near the shadow of the jetty I lost sight of it. That's when I decided to turn around and go back. Tried to find tracks but it was moving along the water line at high tide, the waves would have covered them up. The next day I took my friend told him to go stand down by the water and stood in the spot I first saw it, I could barely see the top of his head. Like I said I didn't report this for awhile because it's hard to fathom this happening in such a populated area. But considering the surrounding area, Oyhut State Game Refuge is very close and only 6 miles away is thick forested area to the north,one of these creatures could travel that distance easily in the cover of darkness. Once it got to that jetty it leads to the game refuge. If you have the book ""Meet The Sasquatch"" on page 213 that's the shape of what it looked like when I first saw it."
12838,Grays Harbor County,Washington,46.98621,-123.8161,Class A,2005-12-01,Summer,36,0.84,0.76,0.0026,8.91,1001.52,5.19,"Driving home around 3AM returning from my sister's house, I came around the bend on 'B' Street in Aberdeen, after (Stewart?) Park, when I saw a huge upright figure with dark fur. It seemed like it probably had just come from the river side of the road, and didn't seem too concerned that I was driving past.  It was watching me pass the same as I was watching it.  I was in disbelief, and didn't even think to stop, or even wake my then boyfriend. I know this figure wasn't a bear, I know that it wasn't just a huge man in a fur coat.  I do know that what I saw was a Sasquatch. Since it was dark, the only real description I can give is that it was huge, probably around 7', it was mostly upright, with a slight slouch, and the fur looked somewhat matted."
23558,Grays Harbor County,Washington,46.98278,-123.1742,Class A,2008-04-05,Spring,39,0.95,0.8,0.0031,9.88,1014.35,1.2,"My boyfriend E. P. and I were with our good friend D. I. who was driving an F150 pickup truck.  We had gone up onto the logging roads for the boys to teach me how to shoot a shotgun better. It is very desolate and has very thick forests. We went in near the Elma/Satsop, WA area and drove for hours.  We ended up getting lost but knew the A and B line roads (which we were on from what the Garman told us) came out somewhere near Capitol forest. By this time it was pretty late and we were ready to go home. We ended up turning around somewhere in between and found ourselves going around a corner with a hill coming down on the left hand side that had lots of tall pine trees and low laying brush/stumps.  The next few moments all kind of fade together so I will try to type them out as clear as possible without the cursing involved.  I was sitting in the middle seat and I saw a flash of HUGE eyes first in the headlights. By this time I had said ""holy **** look at that"" and D. I. had stopped the truck and opened his door and gotten out because whatever it was was at about a 35 deg angle on the left side not even 100 yrds away from us and my boyfriend sitting on my right had no clue what was going on.  Let me just say that both boys I was with have done lots of hunting and are familiar with animal reactions and their sizes/eye shape, etc.  I am still sitting in the middle of the seat and my boyfriend has gotten out now too and I am FROZEN in fear.  I feel like 5 minutes go by that I am staring in to the largest greenish glowing eyes I have ever seen. I felt like time literally stopped.  D. I. with his door open to my left is so shooken up that he cannot even get the bullet into the shotgon, or even hold it.  All of the sudden my boyfriend said I started shrieking and screaming, and I felt like I was snapped out of a trance and I saw its outline.  What sticks out the most besides the eyes was huge forearms that it seemed to be proping itself up on. I didn't notice color.  It was atleast 700/750lbs.  I kept screaming and now crying(I never even knew I was) and both boys jumped back into the truck, my boyfriend was still wondering what D. I. and I had both saw. My nose started gushing blood (the first nosebleed I've had in many years) and I don't know if it was from the absolute terror of the moment. The thing didn't move the whole time which is so strange even for a bear or elk in the headlights.  We drove off and it RAN up the hillside that was slanted up to the left. The next hour in the truck was so weird and D. I. didn't want to talk at all about it. All he would say over and over was ""that was huge, the eyes, huge..""  We all wanted to get the hell out of the woods. The next day he came over.  He said one really weird thing was he woke up with a nose bleed and he hadn't had one in many years too. We talked more about it and it kept getting more strange to him.  He is the type of person who talks himself out of things like this to not seem like a pussy.  I am not the type of girl that gets scared easily. I never scream or cry I have grown up camping and backpacking in the woods and have seen many animals.  Never in my whole life have I experienced something so strange, shocking, and terrifying all at the same time.  This happened a couple of days ago and I still cannot sleep a whole night through without thinking about it."
24216,Grays Harbor County,Washington,47.2331,-123.9878,Class B,2008-07-05,Summer,57,0.91,1.0,0.0191,6.37,1015.79,2.25,"The night of the 4th of july me, my finace, my son and my friend and his step brother were camping across from the humptulips fish hatchery at the mouth of stevens creek..we got out there about 5pm and got camp set up and built a fire and got settled in. we stayed up cooking hot dogs and talking till about 11:30pm then me and my fiance went to bed, my friend stayed up till about 2:30am...thats when the whooping started..right after he went to bed the sasquatch started whooping from across the river, it woke me and my fiance up from a dead sleep...she asked me what it was and i said it was the people camping down the river bar just making stupid noises...i knew what it was but didnt want to freak her out and pack up at almost 3am..the first thing that entered my mind when i heard this was the whoops from the 1974 recording from california..it was almost identical to it but the ones that i heard had more of a primate tone to it...i do believe there was 2 of them communicating because there was one just on the other side of the river not to far back in the timber..(the one that woke us up)...then occasionally we would hear one farther away, then the closer one would whoop back in response...this went on for an hour. i fell back asleep about 3:45 or so....i didnt know my friend was awake at the time but when i woke up in the morning i asked him if he heard the sounds last night and he said he did..he was trying to talk himself out of what he heard till i asked him about it. this camp site is about 15-20 miles away from where i found the footprints in the snow earlier this year report #23493."
28532,Grays Harbor County,Washington,46.82742,-123.7095,Class B,2010-11-17,Fall,43,0.93,0.97,0.0255,7.35,1009.3,4.62,"Deer hunting, south 101 out of Aberdeen, mile post 69, turn left on m-line -- logging road, turn left onto m-2800 stay left, #4 were I found a 20ft tree upside down stuck into the ground, about three feet in-- root side up... took a picture and drove to end.  I parked and set up for some good hunting. Time 0845am. Sun out things a warming up. facing north with a lot of open clear cut area, glassing it all. The hill in front across the valley is 150 yards across, heavily treed. At 10:45 half way up the center of this hill, comes a loud crashing running straight down the hill in front of me. He makes a (my left- his right) turn and jumps on this deer killing it. The deer cries out three times and stops. All is now quiet again. I try making my way down my hill up the hill in front of me, nothing doing.. started to rain again, could not cross the river or creek, so I moved back to my spot to hunt.. nothing happening, so I went home at 1:30 pm."
